"ID","Peaks","RiseTime","Latency"
"PP2_L06hz_C2_17_1_17",-70.29606595406166,2.831847546184827,1.9032748931892458
"PP2_L06hz_C2_17_1_17",-35.69382887620192,2.714928093645472,2.248134336677822
"PP2_L06hz_C2_17_1_17",-78.66492542853722,2.315689870495453,1.94417175222859
"PP2_L06hz_C2_17_1_17",-41.985144860469376,0.9767692302383694,2.494205129443776
"PP2_L06hz_C2_17_1_17",-43.4992866496054,2.6959650570334137,2.467865130688756
"PP2_L06hz_C2_17_1_17",-53.81657336308406,3.5479195895105025,2.133094399723177
"PP2_L06hz_C2_17_1_17",-38.006123762864334,4.005562148327249,1.6676528724017545
"PP2_L06hz_C2_17_1_17",-30.001127756558933,3.340598273237174,2.0348433175747913
"PP2_L06hz_C2_17_1_17",-21.162766474943894,2.459504969790078,3.9894362646570927
"PP2_L06hz_C2_17_1_17",-25.74040387226985,2.4985825717782064,2.1191509751363355
"PP1_L06hz_C2_17_1_17",-30.138235587047866,1.4694223149688925,42.717841962755415
"PP1_L06hz_C2_17_1_17",-44.37693656298269,0.6790233561970354,2.2816932502920735
"PP1_L06hz_C2_17_1_17",-64.06502931716433,1.1671888102167258,2.3169881501634793
"PP1_L06hz_C2_17_1_17",-47.62079759802951,2.164132359230996,33.179997055702984
"PP1_L06hz_C2_17_1_17",-32.56505187485085,0.8918984519353104,1.9692881204195147
"PP1_L06hz_C2_17_1_17",-19.136103029745033,0.5375464814712586,2.631017046169052
"PP1_L4hz_C2_17_1_17",-29.523021990559492,0.7425479573957091,2.4855198733759836
"PP1_L4hz_C2_17_1_17",-26.129612398337557,0.9543379511581975,2.5834109522639324
"PP1_L4hz_C2_17_1_17",-43.955040991543775,1.1975796753649435,2.480647421351057
"PP1_L4hz_C2_17_1_17",-42.35742723609347,1.7398956136883954,2.757951706037989
"PP1_L4hz_C2_17_1_17",-39.53789158266379,1.5791155268289232,2.2453970739214015
"PP1_L4hz_C2_17_1_17",-65.22615683743678,1.2274764178401143,2.276619987125048
"PP1_L4hz_C2_17_1_17",-51.71939347749687,1.2191223476249207,2.1262565080098965
"PP1_L4hz_C2_17_1_17",-76.09819158852338,1.770811505062386,1.815431099892328
"PP1_L4hz_C2_17_1_17",-54.986352460792816,2.0998324228147,2.271481265062755
"PP1_L4hz_C2_17_1_17",-28.59411962360025,1.0161553780654573,2.517795485262616
"PP1_L4hz_C2_17_1_17",-49.17342311547572,1.1264464704363264,2.2732108164400415
"PP1_L4hz_C2_17_1_17",-30.533384995631486,0.8848460177276252,2.240101717789128
"PP1_L4hz_C2_17_1_17",-58.46365678452875,1.5165495691830757,2.518107903449152
"PP1_L4hz_C2_17_1_17",-66.57330786564435,1.0538742188638934,2.3552403676033125
"PP1_L4hz_C2_17_1_17",-73.04400466447808,1.4691031276494073,2.1025474614731707
"PP1_L4hz_C2_17_1_17",-62.715447095167114,1.038026098668854,2.3087531194300026
"PP1_L4hz_C2_17_1_17",-63.97749136738568,1.1452005239198457,2.4482038984096905
"PP1_L4hz_C2_17_1_17",-110.01768987492261,2.2569610307821564,2.319832763163697
"PP1_L4hz_C2_17_1_17",-76.11400307507154,1.4851131413986083,2.9123208563448886
"PP1_L4hz_C2_17_1_17",-77.9195249869054,1.6563690782964273,2.3061811961276706
"PP1_L4hz_C2_17_1_17",-61.35856976357114,1.1332111896411903,2.564167043265525
"PP1_L4hz_C2_17_1_17",-68.95392255289146,1.1291791796228836,2.588166483217231
"PP1_L4hz_C2_17_1_17",-29.783210496978455,0.9602088979910832,2.8100394959569828
"PP1_L4hz_C2_17_1_17",-118.52735542206176,1.2423066355268588,2.296738562989424
"PP1_L4hz_C2_17_1_17",-52.38931967442729,1.3323703786253647,2.481624457879434
