"ID","Peaks","RiseTime","Latency"
"PP1_L06hz_C1_21_2_17",-44.99093646832196,1.1214611477266772,2.0438270318106446
"PP1_L06hz_C1_21_2_17",-28.94306468939876,0.5916148439705012,3.289419976121417
"PP1_L06hz_C1_21_2_17",-21.452276830179283,0.22382958587106716,3.8625078739957193
"PP1_L06hz_C1_21_2_17",-30.473808311371215,0.7011785283071732,2.9368475314113085
"PP1_L06hz_C1_21_2_17",-24.665741728923,0.9836376400085897,2.934050209992097
"PP1_L06hz_C1_21_2_17",-22.111261559672563,0.7087223257871756,2.8428995033403113
"PP1_L06hz_C1_21_2_17",-19.725784362549803,1.3857082779991061,28.647236240224302
"PP1_L06hz_C1_21_2_17",21.403643372761778,0.07375193127667216,1.2736099081895647
"PP1_L06hz_C1_21_2_17",-19.968952315737052,0.07138283230714251,5.093755885548706
"PP1_L06hz_C1_21_2_17",-45.877280811864544,2.5332823070172483,2.69195958354602
"PP2_L06hz_C1_21_02_17",-69.26316481370192,1.024326030007137,3.206883781852821
"PP2_L06hz_C1_21_02_17",-55.62415489783654,0.48577246283127806,3.0633473389355914
"PP2_L06hz_C1_21_02_17",-46.36324368990385,0.31441927637579287,3.3712425255903558
"PP2_L06hz_C1_21_02_17",-25.728665865384617,0.8010270498732098,3.1671118624964723
"PP2_L06hz_C1_21_02_17",-52.032470703125,1.0363533697631966,2.8424177292046124
"PP2_L06hz_C1_21_02_17",-49.83755258413461,0.5263477698771795,22.829605688429208
"PP2_L06hz_C1_21_02_17",-23.72154822716346,0.6231291333101127,3.1264984336930186
"PP1_L1hz_C1_21_2_17",-39.76282524017699,0.8181304561325533,3.78481813793336
"PP1_L1hz_C1_21_2_17",-27.930271400190684,0.6475304552002854,3.0919812239650812
"PP1_L1hz_C1_21_2_17",-45.74597134913106,1.3784454784128117,2.9325168444000727
"PP1_L1hz_C1_21_2_17",-44.82922960942485,0.6900502125912908,3.411609143723422
"PP1_L1hz_C1_21_2_17",-33.694565714592954,1.122361277072912,3.0936036724438396
"PP1_L1hz_C1_21_2_17",-36.053297571926954,0.4456964672187951,3.373808465196203
"PP1_L1hz_C1_21_2_17",-31.580221275884316,0.9544281543101989,2.90668748285284
"PP1_L1hz_C1_21_2_17",-27.13754266809182,1.1476151395364356,1.7168277884528493
"PP1_L1hz_C1_21_2_17",-78.43503914031375,0.7254510529311233,3.0873690950483823
"PP1_L1hz_C1_21_2_17",-72.78989305439224,0.5849307484519727,3.0786466362920124
"PP1_L1hz_C1_21_2_17",-23.97392806398916,0.05748129437340595,12.604197842710983
"PP1_L1hz_C1_21_2_17",-29.389277891333833,0.5820897103638117,3.6090596718231156
"PP1_L1hz_C1_21_2_17",-29.59597103030558,0.365239186139138,1.779198914062522
"PP2_L1hz_C1_21_2_17",-55.72979266826923,0.9669230769230808,2.8271794871795013
"PP2_L1hz_C1_21_2_17",-58.135986328125,0.7312484700122468,73.32973888208895
"PP2_L1hz_C1_21_2_17",-44.77867713341346,0.6231885302197725,45.14666609432236
"PP2_L1hz_C1_21_2_17",-43.73403695913461,1.7358653846153858,17.049070512820528
"PP2_L1hz_C1_21_2_17",-31.66785606971154,0.5411700064641082,3.6409286791639945
"PP2_L1hz_C1_21_2_17",-44.71998948317308,0.7454071569456119,3.503010237625631
"PP2_L1hz_C1_21_2_17",-25.75214092548077,0.737863777089774,2.9724259744383748
