"ID","Peaks","RiseTime","Latency"
"PP1_02Hz",-113.2335890811753,1.8034080912454216,3.4840808379604145
"PP1_02Hz",-113.18738717006973,1.7573716562322148,3.6759453614115047
"PP1_02Hz",-106.75316312873505,2.2679515272244317,2.715486941124391
"PP1_02Hz",-76.0763099943974,1.8596687758768895,3.483466395854487
"PP1_02Hz",-81.21809636454184,2.0006610918961543,3.5102122644951352
"PP1_02Hz",-83.78351827066733,1.9717152779257276,3.3508000085220604
"PP1_02Hz",-101.53234717380478,2.3145970878391267,2.9779646493391514
"PP1_02Hz",-123.02474671625995,2.8750147557916423,2.210172888692148
"PP1_02Hz",-124.03389372198706,1.5119877632327758,4.379918421551895
"PP1_02Hz",-101.25391986740537,1.6114820717131466,3.4485285524568443
"PP1_02Hz",-153.9763796376992,2.3742773896464997,2.6048104349955796
"PP1_02Hz",-119.56933010146912,2.3162495844256457,2.710605584956113
"PP1_02Hz",-147.12269087711653,2.1561397673064904,3.7141201166239513
"PP1_02Hz",-109.02799933080179,2.0581708173740028,3.5572517309569096
"PP1_02Hz",-104.4904853243277,1.785017016952429,2.8180314101220008
"PP1_02Hz",-140.01245992592132,2.3485405567549607,2.5560939698258838
"PP1_02Hz",-77.73471543513446,1.5283953076582522,3.9960926663715557
"PP1_02Hz",-123.78464656997012,2.3011421399043344,2.5312490893271278
"PP1_02Hz",-80.76701981137948,2.5263569325183655,2.4889116824627084
"PP1_02Hz",-121.42470158428785,2.2036758846965085,2.7760190610108566
"PP1_02Hz",-96.35651729021414,2.55664056857803,2.660862336966659
"PP1_02Hz",-109.78425166521414,2.0947220732454865,3.4571990882623256
"PP1_02Hz",-92.93271250933765,1.9814077025232337,3.3249889331562716
"PP1_02Hz",-108.1963649309014,1.5771902046984452,4.276631519897421
"PP1_02Hz",-117.77231892741534,2.1946814238159504,2.873262785545569
"PP1_02Hz",-97.93346146663346,1.3861399723897536,4.239141632853751
"PP1_02Hz",-135.34849858378985,2.2493909150416584,2.798391451098917
"PP1_02Hz",-128.14829548991534,2.9196207171314654,2.5272393094289556
"PP1_02Hz",-172.99211357694224,3.1858317034890775,2.4153638375789797
"PP1_02Hz",-141.60885753859563,3.3280644862410784,3.0924611630995402
"PP1_02Hz",-136.66403721053288,2.578120667369797,2.326810662560547
"PP1_02Hz",-105.33184644235558,1.798606585153641,3.648322693898729
"PP1_02Hz",-140.65442332233565,2.383040565012675,2.624477846190996
"PP1_02Hz",-113.03662303909363,1.942546441592117,3.7707510758851415
"PP1_02Hz",-92.13390578311753,2.266845224145436,3.011893713660754
"PP1_02Hz",-132.71377381100598,2.681944393853155,2.3901235439195605
"PP1_02Hz",-87.81889045380976,1.3374279625683358,4.309511720559624
"PP1_02Hz",-115.64216765749502,1.8233651057263955,4.064487376927377
"PP1_02Hz",-126.99081603274402,1.3722222222222173,4.090095912645722
"PP1_02Hz",-130.7064223574452,2.727882777831758,2.4880430581198314
"PP1_02Hz",-175.77030744210657,2.129867896833719,3.575458167330669
"PP1_02Hz",-89.66696689803287,2.0533784860557716,2.450399070385129
"PP1_02Hz",-83.87470625311255,1.7973193736681197,3.747701658482345
"PP1_02Hz",-128.24677851095618,1.3627518909867717,4.352718594222154
"PP1_02Hz",-130.07418567915838,2.448603953750217,3.0776059529995905
"PP1_02Hz",-118.85684799863049,1.2708609042092462,4.779892603499047
"PP1_02Hz",-69.47673174489542,2.893098877218404,3.4252034287094038
"PP1_02Hz",-153.79643535234064,1.6374066762475081,3.9221763864524863
"PP1_02Hz",-109.48515508279382,2.4998734206032966,3.643826674255365
"PP1_06Hz",-102.39194588832171,1.880903874848093,3.0918482056330734
"PP1_06Hz",-163.86723613359064,1.9832009072502843,2.9363623301132296
